Water Source Type,Contaminant Level (ppm),Turbidity (NTU),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Risk Level
Open Well,16.925239877977155,1.2076525397734734,2.111298981007898,0.7793852231720355,49.78376466291806,None,97.99125153727236,72.8825133242993,414.89779526976974,22.389373429964927,239.40801981181272,Low
Treated Supply,6.39891019987437,1.5025184077649283,6.690484004306829,3.750655266668446,54.302148183713605,Filtered,85.79457237578833,81.27887748247385,297.1481885010132,34.344993765958904,170.8782834298567,Low
Treated Supply,9.850360260254725,0.7444685241090803,5.779523749594907,1.8874740368151528,28.479806061932848,Chlorinated,93.3317353182431,82.67747445530071,424.44243096849254,30.097434452664658,430.20567183281236,Low
Open Well,12.681859047221598,2.861641861994343,4.451496013964093,0.2792192049312703,19.838538214876113,Chlorinated,81.96193850637383,77.49722275956418,326.38744502446093,36.680134379856725,728.3449914544323,Low
Open Well,24.34832728229504,1.5364037648315372,1.0049588622934555,1.8157293488392257,53.56569637790791,Filtered,95.65522982455595,95.60110498124497,280.92668804776946,24.74238762042929,235.68588839274614,Low
Treated Supply,11.905809115588207,1.5704171771442959,2.0292937685291172,0.7890943358950536,69.69593495748401,Chlorinated,94.61726961140724,77.79816720506204,466.5099541604905,35.44718636943908,182.43686428198114,Low
River,24.381873257740757,1.8734717710731323,6.888940680474588,2.7014661351834284,73.23078523646714,Filtered,97.69372797071537,95.0613246376825,285.8505927630398,28.623263811361205,535.2014684670537,Low
Treated Supply,14.176820451797132,1.54876092237043,1.4166028775942916,4.45087922428509,79.57475368588547,Chlorinated,99.25583359359678,86.88466245114722,557.8028790790787,22.48481398427949,592.047812798424,Low
River,6.387679401435504,2.7067046834729056,2.978505460407305,3.357899393775214,14.14458396450901,Chlorinated,74.57669898042626,80.3133666106614,225.91929952425323,36.49472160034044,537.6622749759583,Low
River,15.603044484351475,2.0055742226292956,1.7164412814297223,1.207809217300007,30.382449777797085,Chlorinated,90.4016010881119,96.62468589896257,269.8439629902187,18.813982536078136,628.5760354887309,Low
River,25.89124527257796,1.736083499945417,6.724133886032497,2.6639477037886565,71.0306507091976,Filtered,83.91773387703158,95.88436765682117,377.47835636452635,25.735690795642412,740.25572017684,Low
Open Well,22.571016692942617,2.6236491667458357,2.9569094406397873,3.0401385215849928,40.67292702273265,Filtered,98.25020144288791,74.91762998399743,363.35574342318876,29.501286881254124,257.20455960971356,Low
Open Well,18.31749246078131,1.4658814824416992,5.468705407292774,1.2826845462746728,49.70944651831048,Chlorinated,81.03104728451034,87.94906346369515,253.2972276576468,30.262176086995968,101.06449940777605,Low
Open Well,29.800311880586275,1.8956009824540072,2.1220356350319776,0.42498502283682627,60.96394470468419,None,82.29366137156433,90.9674901620941,339.43848742745206,25.736333009617162,543.8235693917013,Low
Open Well,25.426076624664365,0.6613775118524132,6.690904569353689,4.953020898916684,53.411278653005915,Chlorinated,83.09420048359969,73.51547539758288,245.73169102819844,31.14278329011192,721.887992542343,Low
Treated Supply,23.85432206957834,1.5210623355195805,1.1622881747137785,2.176837123987694,38.96855255844389,Chlorinated,91.89104972171336,90.40622042479924,444.10182316133785,24.35202087647755,617.9983586263087,Low
Treated Supply,9.041423092384594,1.797870315922748,4.561160891928442,2.4754461675989288,61.56214059727558,None,81.10059381237102,77.84144926678577,250.39877994830127,19.455778602604173,241.92313717979965,Low
Treated Supply,5.615198437700007,2.9327538799795363,1.187085940498629,1.0999580452112285,79.96375872085552,None,80.46748874159692,96.75754054787836,481.95257715743503,20.419420366913346,762.3916558758891,Low
Open Well,7.0942759916704965,2.1820058757229877,6.182384517010411,0.7434066479393037,25.130865535409683,Chlorinated,93.4496653156965,72.58093818092428,287.9794640923774,29.921808637407675,247.87126439298956,Low
Treated Supply,8.188622534234673,0.92942038397212,2.0492298306622048,0.47775002730395755,18.448022532768867,Chlorinated,72.6077204602195,89.39588423086846,230.1735898653311,37.994059709417286,741.5313400549305,Low
Treated Supply,17.505887906185585,2.2613335811585986,6.435644759163007,0.026234105549485243,64.95945662080699,Filtered,86.2093997844294,81.70909491154296,576.5695987641576,20.215855629293497,766.1270195907144,Low
Treated Supply,13.199318961579735,0.7284150883902112,5.988267080210754,2.140584563814338,65.08856170208972,Chlorinated,76.20226979201279,91.98256361821954,370.7394419213721,36.69421563016394,601.845670477461,Low
Treated Supply,18.00070225695145,1.7364722900451848,3.733088448207614,1.0078741057566298,50.135328966642696,Chlorinated,87.32840141994438,98.88118515516818,245.20255364321525,35.04921671460455,543.6165766967239,Low
Treated Supply,11.642154199381128,2.322645840721805,3.8842802208547154,3.9272127628352678,23.53403091400208,None,82.54875780892158,77.74536189964587,228.71446758913385,31.685200183977297,745.0042521517792,Low
Open Well,10.631233716939793,0.7264933930949229,1.7821583385362976,1.8030641748334597,37.195756183982645,Chlorinated,71.31097175141065,72.77523203057844,585.1123183103939,22.22151223419239,660.3690917247333,Low
Open Well,25.53478605392513,2.935795120991646,2.349465243831421,0.8799054747142959,77.83110454675779,Filtered,84.58237205664491,81.397043757889,418.02578013531013,18.31582309763944,353.1642629135639,Low
River,18.045307715216715,2.1839161639555664,4.150724590055693,3.9684604264350005,34.304379491804774,Chlorinated,81.63302549603475,93.47018915362757,388.67919808685923,23.13156343805003,515.3581554837655,Low
Treated Supply,9.845774679019506,2.6985231694049236,4.738205189696149,2.8075204461766856,30.02834728665966,None,82.89276929842312,74.70227958536,482.8472297275105,18.055313025147935,636.7713224649239,Low
Treated Supply,21.82056528124887,1.106167312805049,1.4917844653694932,0.6028915537297735,21.015757864721746,Chlorinated,88.40907127687476,96.04976820462178,567.273932454748,35.51564241679116,320.4018780788622,Low
Open Well,26.18148027595176,1.4350426681761808,3.034873181751289,1.2734866781369136,19.925765820762614,Filtered,96.8521168771815,99.37433307957114,263.78448406670526,33.28103628452642,664.9594054316461,Low
Treated Supply,19.01680459363518,1.1353124762145308,4.205129522792282,3.5037113780677926,40.65907616240407,None,95.90061269151656,90.45994674881612,256.79540510983634,22.948887453829865,510.19302497013564,Low
Treated Supply,21.526112410989754,1.2219395912007107,6.494986236352509,1.1895145851879974,16.233224446367057,Filtered,90.53789837660224,92.56615992221532,266.32645570671053,26.658327605852058,760.6389153484878,Low
River,26.664012879482712,0.9104090809283136,2.6608271150772884,2.7475365596263677,69.21564173058255,Chlorinated,99.05261090960258,90.87441143763103,575.0124911015291,25.379905566114445,244.41208245503339,Low
Treated Supply,29.73504439414663,2.4899957813383446,5.230644496466401,1.4523667240788962,51.824021805447614,Chlorinated,81.83482233553862,76.78617550641114,330.46428452977364,21.680927029827853,162.9266801902341,Low
Treated Supply,23.681739833687487,2.5891163954822085,2.5468289371097352,3.4351486462047447,21.99259878054748,Filtered,74.7862377105888,94.03300445930147,466.3968300836687,27.932266010893265,640.675601636166,Low
River,14.913601098970329,1.873524621305088,6.18022567396863,0.2879106259607467,12.515464901545732,Filtered,81.80558084722266,82.22245872467701,445.10682592633464,33.08470841835866,203.85072325425756,Low
Treated Supply,22.367192703326833,2.477777940199025,5.404424208710224,3.9184399202151314,68.46243599369546,None,76.18302174849009,77.56561148376177,490.6706466604898,22.285368035076765,734.5024587261155,Low
Open Well,17.300080729095022,2.3631515954911366,2.5157829920444743,0.03345621441163904,34.94022046214326,Chlorinated,97.74514027385341,71.46459147698985,588.6154519798456,18.9472070603401,194.22689365465473,Low
Open Well,17.59120355541971,2.228573041988167,5.3792850338652665,4.086395875127472,64.33695285076135,None,92.13269943745473,95.3973494374202,491.14403713567685,32.33839859920286,221.61062810573404,Low
River,27.524268796717912,1.0769014044940737,4.300172904585185,4.613539269952151,76.2326830574277,Filtered,74.75916969788186,96.35856828122189,353.6605316795103,31.68526984231873,554.5483370740897,Low
Treated Supply,23.461496717896747,0.8497492913397754,5.224767489675819,0.6250973442267566,32.29356274398234,Chlorinated,89.5636123507536,89.69654013642321,326.8477046291905,19.704163188655052,251.02760462841405,Low
Treated Supply,28.600719616303724,2.126085681080082,5.62666372760373,0.23951048302811584,45.15189763281146,Chlorinated,73.4586228912637,75.635839597556,395.72674163919726,24.161238769134435,798.0152922589002,Low
Treated Supply,22.19550299131902,0.7777432508107108,1.7444759955690983,4.748493891499632,24.859788938803,Chlorinated,88.3757558903582,81.50237084883996,488.69343428870974,24.58571281603483,494.76154185043566,Low
Treated Supply,18.869209281551168,2.0640491053294054,4.742401317164136,0.7343209924702082,49.23492119380516,Filtered,82.35730746916686,89.8825244291405,277.63920508013337,27.62571272786797,579.269307480145,Low
Treated Supply,13.044295289916443,1.3077231963611362,6.348320037758392,4.3330851152698715,65.77389427196468,Filtered,71.09486308760407,88.34348328093418,591.3994974409061,18.46037018368289,751.3391642468605,Low
River,15.285647307352521,1.1599399633024363,2.9446777302928524,1.6867150058691753,61.675231891612434,None,74.86783414636446,85.06619542378257,341.00402771759383,31.251767488071604,539.1955570708611,Low
River,5.577908561457219,2.5749853891376175,2.8627835163943502,4.07356397568155,35.26580115655369,Filtered,96.54082923834409,82.11687961776956,371.84758285420213,21.840697736372793,269.7133452027723,Low
Open Well,11.485278395086045,1.3449262472992283,3.6764970746093804,3.428488716554285,24.794665000126102,Filtered,88.91519266490302,93.94470891404363,200.83281913747703,19.415437995454234,382.57839220989723,Low
Treated Supply,19.572704978976077,1.9475664009524183,1.7219146255369466,1.6581322475679166,36.10824495646664,Chlorinated,70.65483892134343,88.31265527325273,289.71135491326453,18.38695634093664,127.73792537842426,Low
Open Well,29.740255761250427,0.6521150852436071,1.4498741864288318,1.8360069938074675,29.73003815825084,Chlorinated,70.23168579475515,83.06053114309849,448.40118199930635,25.292849437544234,360.65709700326545,Low
River,29.47854506436773,1.2127145224624831,2.3576195111476927,2.1113508102651095,25.06953034816255,Chlorinated,94.46853590441887,97.69011310789965,545.016576982154,22.06895080184391,142.32770034274557,Low
Treated Supply,23.631096062247778,2.0723459116490046,4.682587603099696,4.737260650755594,47.592722383003114,Filtered,70.7266074920022,92.38357840153061,344.0810278564062,26.262650469077357,784.9332119426106,Low
Treated Supply,28.263009585267692,1.5740443238800563,6.597495187398362,4.620053494979175,13.775180873428056,Chlorinated,81.84849538571173,95.81462597401726,558.701093045185,24.357565651615182,143.55555254324557,Low
Treated Supply,15.519357564671514,2.9275920010248067,6.305121434637635,4.813636340411267,22.846077456408196,None,80.90901145974927,97.88721865043485,267.06601917128586,20.34803904538563,644.8272143507622,Low
Treated Supply,5.6249255583053115,1.8296003626846709,4.968661350881437,1.1558270058547264,27.170600415357324,Chlorinated,78.86434308526327,79.35677765095434,240.13458060166167,28.721033861192872,273.90887216045155,Low
Open Well,11.976358252704562,2.1553344534056245,2.8266506912896707,3.96183454053975,79.1070990539562,Chlorinated,90.72377479443068,83.18716429564346,588.1799119768414,19.300336547035823,451.1393892448742,Low
Treated Supply,13.010353980226723,1.5581218825798875,3.2159426228082646,4.9459362057288505,52.29165479236107,Filtered,76.89587266016775,72.61411528659349,332.63648679151834,23.902186997842474,644.3883534595286,Low
River,5.422360071820663,1.3593637812532318,3.2470623260865468,2.6070297882095987,43.59839736454261,Filtered,80.43208003547429,71.46553535541729,512.9878432362649,18.680969231031508,257.62042691660486,Low
Open Well,27.99745638469151,1.6179412660254606,5.681928327388832,1.266350078695958,32.98158645238721,Filtered,99.24822576972258,73.863751676562,487.5128664827968,30.56246846249935,466.3361953028544,Low
River,26.324781488103273,1.3577736440445072,5.297844286341379,2.1668516457495457,65.3723854196626,Chlorinated,93.6341585340857,95.64929387072867,463.28906561196806,34.41263634076599,521.6525256506504,Low
River,21.895402124785065,0.720206514101914,3.888106468372861,0.5519400011265102,58.38839549780127,Chlorinated,82.39211812556997,74.44847320791048,301.3571157519942,18.605702990427716,107.21980091621401,Low
Treated Supply,10.775036596494859,2.5900223640065545,1.1466155199905985,2.010778783230856,15.012798042638297,None,73.6523150712443,75.85212514244877,460.3683134015976,19.355579228059966,488.1928794735723,Low
River,29.141653592987446,2.378579482706219,6.819124822783984,2.628045537524666,24.34627254062989,Filtered,75.77612419595374,85.45049960169987,311.05640086723895,35.74210167501866,248.6377641680894,Low
Open Well,10.123183268923926,1.168246566124926,4.772478179693199,1.3253183961031079,16.578871161504093,Filtered,73.04975983080098,73.89051086275568,218.73505615823427,19.036670022983454,442.3005240099179,Low
Treated Supply,22.349524162468523,2.74719320357862,5.5029617329261,1.0092077472678103,25.218662054291485,Chlorinated,79.35099852902279,83.98957847798162,563.0211210025226,32.02255819119951,580.3668464012617,Low
Treated Supply,20.898936623394754,2.222593161861189,6.956101235116355,4.643246851212407,32.91601069280528,Filtered,93.44199095957684,83.25062467632989,547.4584524611696,19.807865908787345,723.6734878037942,Low
Open Well,8.524102969135187,2.513338618840064,4.479475737888748,0.8248508901388873,69.74982402690782,None,75.94960726960316,98.14143907296835,222.31095463482364,37.20754185079393,447.1337933297685,Low
Open Well,15.83040434049739,1.8907114158797906,6.668653871275044,4.30800758235154,30.066820087143583,None,76.79466271379064,78.03140077823495,372.6020694706567,31.685849665348794,272.04910257896086,Low
Open Well,11.972329974507774,0.5429466404415337,1.7165565200767705,4.189808081999272,12.90801254756547,Chlorinated,97.6665443930851,81.47186193977197,340.69137567303767,20.53487072556075,362.7926936921331,Low
Treated Supply,27.462947441512487,2.8641234789211127,6.95148348846012,3.5369774572899053,42.67834484281769,None,83.33027538598233,97.45426453066835,252.3602006937424,24.927896766331465,196.35787942842524,Low
Treated Supply,14.682030516487469,2.7863975434281643,2.1392585618749607,4.948143647813088,78.74803914969249,Filtered,74.75420175562687,87.81555308999677,506.1020966056235,25.595747289673383,246.83908128491825,Low
River,12.07295875024453,2.6029546167758135,5.408634307495452,1.1158508736862243,16.383113925686533,Chlorinated,74.37704667906085,87.81130969262281,544.6407480458954,24.30978960864328,180.1990859374037,Low
Treated Supply,25.571316365632228,0.5714770884582766,2.237367081145197,2.142657785149872,75.68019583435466,Chlorinated,97.68260659033852,79.79245130614305,280.59391414516625,24.413331666911272,203.04420564441583,Low
River,29.28452821873603,2.5623383138261713,4.203347370188673,0.1856804396515238,75.67421953936301,Filtered,90.52230617217984,73.23179295640163,379.6526313069097,33.80790479180164,164.75426281403182,Low
Open Well,29.72448986672246,2.6982129704903453,1.8098142861372233,3.424174200095433,17.524064254018402,Filtered,97.70652533064352,95.20282601799553,257.53168233993784,19.128897124132948,691.107021652698,Low
Open Well,13.051391811036213,1.480191743362021,4.142993362233434,1.3409754398713447,43.482254556041724,None,90.96214504177172,73.70351116602446,443.94172637658085,25.564328344289926,133.51100257864334,Low
River,20.826232657565733,0.976617877496299,4.978467025979287,3.895719957579264,36.23961014249643,Chlorinated,74.86643358032015,70.94871767382,566.6808098800773,31.86518563200216,496.9017848717654,Low
Treated Supply,26.960631492942394,2.1607151984571984,6.017423270738359,0.6794845483923906,34.0149254188401,Filtered,71.18032965538283,89.18390571264538,547.664434072525,25.100367031935626,396.59567561708826,Low
Treated Supply,10.535371493311132,0.851849302623102,5.84241510301174,4.821228499500045,47.31631389855881,None,79.09480730819811,87.8190067110713,273.06896780667046,26.578968943902165,153.67267787507996,Low
River,27.6929623161961,1.9664333581590625,3.215393727567271,0.30045052756878854,74.28505048114785,Filtered,90.31838073688246,99.25114752743235,274.6445944825623,37.45647022947715,219.96432463998184,Low
Open Well,27.404941415012175,0.8257442315945978,2.840158885094512,1.693925062544141,17.271174068596366,Filtered,71.7812518108593,79.85709663318927,322.8318080576841,18.264359588435227,407.3198531373255,Low
River,13.278749038103184,2.925541308397479,6.351251637894096,3.5531848975110147,28.148578007239106,Chlorinated,82.39000712991005,91.98713234433191,232.34561838860736,27.946212372033827,777.5831510892554,Low
Treated Supply,13.651453649270987,2.2819435535493975,1.2042507634533997,2.9484304456852377,52.7052112070858,None,79.121372989545,93.65805503427305,282.9786737987963,19.533792006732437,613.814035681092,Low
Treated Supply,18.634691101874505,2.657850866246241,3.095579020203413,3.059655113779339,68.33013616484473,Filtered,82.53383630239011,83.87196799159537,587.5568881225213,21.632150299362888,604.1806518009694,Low
Treated Supply,18.258722526169407,1.2857488290831518,1.5189842747310838,1.6278307875460936,11.58814641183961,Filtered,72.9162126961666,89.31957670228026,315.98440459865884,33.196710271064134,726.6094333737778,Low
Open Well,28.851948271754626,2.730492997310677,4.97285452743234,3.180788032849906,65.14976664809694,None,80.84724328405912,96.0719430937018,378.0831100654649,22.37744841777311,351.5088049871606,Low
River,13.535522672476606,2.9554166275113403,5.7284280244555426,4.522653210642672,21.386074316820597,Filtered,96.68022521783462,75.63447705961227,571.7026272677065,18.04375694794118,635.0893361005454,Low
Open Well,23.906016187848255,1.217330984041507,5.6502649262913724,0.00712915870034081,63.72040580232368,Chlorinated,90.35619650894138,71.49394978020673,517.8191182649921,36.1802420570928,114.51278907704233,Low
Open Well,15.351715590797136,2.986252304392343,3.3646168169089403,4.975598209090222,24.035065852792684,Chlorinated,71.42499736200524,75.15408058344443,204.7435342904415,22.595014321143847,201.14195658163004,Low
Treated Supply,15.604675219796036,1.921441979480634,1.1288519818972738,3.057326081078375,51.05568988474528,Filtered,93.65113917667789,94.84766749462717,467.21233799892286,29.864911308034404,172.86130108927642,Low
Open Well,23.563624201109526,1.1615134257347333,2.9886050742717276,0.8615226973708157,25.429718854081198,Filtered,89.85754517219341,90.74735054869333,398.37792687897525,19.921173375079842,250.17537069502302,Low
Treated Supply,5.079535224726551,1.689203893712481,4.474879332472309,3.6623302109364224,30.69405991058903,Filtered,79.03421714009151,73.18870530143684,341.75250571018466,30.549269266569212,745.8165757181724,Low
Treated Supply,23.755474265638505,2.5829113089679003,5.79781245490609,3.612474059316199,74.78227196673527,Chlorinated,70.07097551470494,81.98943565900188,498.09152025453807,36.22736933409376,347.53021615917817,Low
River,17.881213184093937,1.7771225956574426,1.330993243619575,3.3235790375878116,38.22269014090085,Filtered,81.30395620488518,76.01491846545424,232.91496355453523,28.33281099841873,347.35383536650846,Low
River,28.134452309968513,0.630684783086174,5.127867670533698,0.3054997228945866,10.97189578602283,Chlorinated,74.76264264455277,82.16419863992625,510.25700198473913,21.96684953355788,279.13328024136496,Low
Open Well,25.541626585607112,0.881690593888413,5.575303579820301,0.8635573976859856,42.897919347746914,None,75.42088731910916,71.97745483511504,517.3347037237479,37.47296171699999,590.115454008197,Low
Open Well,25.720110950280933,2.4220937210748335,6.539609739551563,0.8251274808860415,71.30255216464255,Filtered,89.25972418441455,76.11510262861019,576.6162039814715,30.95688131394515,484.6159076703031,Low
River,12.83716549670558,2.186226905450037,3.2450364975447012,2.592171158918078,32.82656314203838,None,89.37152956115045,91.41855266307411,599.3700928105579,18.839075133577637,716.8976784371067,Low
Open Well,12.111296122452803,2.5287471686346668,2.72059321367437,3.5291871804021375,20.018443883244178,Chlorinated,80.48402942589274,78.16466294025918,365.71163072206525,26.03694493094321,531.6891299269454,Low
River,20.464560818248806,1.7143772007219322,2.993394819112366,1.437918569594991,55.75912432049884,Filtered,78.21073626657636,99.1262975026505,234.4871591176965,29.482181013379932,341.0066945430674,Low
River,26.463405069909733,1.268908259728924,6.681715162870226,2.23160347064486,40.15640688017356,Chlorinated,72.05705393742547,85.16642886864318,447.2691816149795,23.749076480014175,150.22755350776575,Low
Open Well,5.977032724144999,0.8721102988857578,4.092118245641217,4.400612889626753,13.63903818122322,Chlorinated,89.71293496940947,86.52931784696224,294.4918875297031,18.962063177613924,172.90188569948614,Low
Treated Supply,15.683297591500644,2.3296937203694066,3.5716681241774304,4.745297405735705,38.85872918177239,Chlorinated,72.78257703280849,94.28054457680726,423.2524515353593,25.21296539389591,396.5176543947077,Low
Open Well,27.745724389181778,1.8628971275575532,4.840242870425502,1.2552355241690216,78.09441743673887,Chlorinated,86.87572616399251,89.38707542599639,525.909517351382,23.404600739965343,374.59273505891485,Low
Treated Supply,21.50317248207626,1.3056338742915414,4.838750512801051,0.3829572850142654,39.33237211815597,None,87.15570712788383,84.04024541383748,231.23857469383617,19.184399147257334,216.47061776412863,Low
Treated Supply,6.269004404537813,1.7017657843757599,6.966487130465866,2.1871224148121415,29.38791035996086,None,76.62392708402587,81.11077483702059,275.2700548338487,30.508761406467848,617.2675038434368,Low
Treated Supply,6.53463031149167,0.8295052687500635,6.92870332233924,0.28880690876447623,53.10875823602568,Chlorinated,71.46747327164917,78.42328955138684,282.2164183447444,28.112916160855043,264.2117114759902,Low
Treated Supply,17.831883237272834,2.9416516558349697,3.60777732248786,1.338723527765127,31.1810085972944,Filtered,90.71306788306572,88.03508194867254,436.79882850517805,22.353219738405933,356.778309323152,Low
Open Well,15.39241656502517,2.391919350458521,1.2755506924708473,4.5796179351614965,44.144328314846874,Filtered,85.18218379530484,95.7065880732209,577.8181150123994,34.5245005671471,642.4141693408711,Low
Treated Supply,8.072878793879994,1.6454642578354712,2.9038080448473584,0.718862526160014,23.917141454660772,Chlorinated,85.8496812967739,82.7822789533084,259.50949541371256,31.905669109294365,375.49246552752544,Low
Treated Supply,28.337015151431345,2.2280961314147545,1.4691918484154323,1.8323674290239111,31.229450607078604,Chlorinated,71.75475503031979,88.70184816560514,534.5971229854031,37.955607420129404,247.80438165989423,Low
Treated Supply,11.91666496603815,2.167195998951633,6.146485298053863,3.2357610136107424,67.48102376369391,None,80.2192835010373,88.90376454606088,430.8481557544278,23.11054916417547,647.0022840588045,Low
Treated Supply,20.213580017347688,1.8579476892941504,2.4199570709702125,4.650968468211184,31.99664824071587,None,79.44411480176493,90.54447128828707,342.38152654682256,25.061997834369787,783.3306773324015,Low
Treated Supply,25.781388004832642,1.6911990702815274,5.4009719585292135,0.7386604129769536,13.698221556998982,Chlorinated,91.77608528593646,97.07902370132493,375.60209803464136,29.919563716786037,721.6780407821212,Low
Treated Supply,25.86172806647725,1.2159764991736162,5.319085098260929,4.962482860669372,60.90899396539153,Filtered,78.75637452254074,72.47405200928455,287.6647068810303,32.32716779954564,253.68227420195961,Low
Treated Supply,17.003144517082205,0.8265555912773979,6.372495163525658,2.957042787187448,24.505796165804764,Filtered,92.35173546755507,83.45372119152721,425.88067489954534,25.479033264109784,369.0254722230375,Low
Treated Supply,7.588673609931183,1.0314181462824457,4.640365697734418,0.30390871743499304,28.169803457855217,None,84.99185488275636,96.60732335915826,237.48466584834495,22.694953888152614,581.4528630023395,Low
River,17.662034221001473,2.563163700133298,2.1716125280551903,2.650237412718837,27.232740173960032,Filtered,95.63901693176537,72.52461980781443,211.55211337729077,18.393421100741833,178.50475991338016,Low
Treated Supply,6.388512712170753,0.959526861379632,4.5055987693048305,2.7383385798915953,19.59877144571481,None,71.30051326056213,83.74979024012131,328.36740832152356,37.771174139711825,444.30504208237375,Low
Treated Supply,20.147166952503767,2.9606355332609557,3.6445134157048735,2.8998559227052345,31.358193908967504,Filtered,96.24408528629407,80.62887788748473,273.2991154978971,25.81830704442235,144.1529629154696,Low
Open Well,10.300304342117702,1.3699274349519082,6.352068873600503,1.1125816426474273,64.00299460490935,Chlorinated,70.01613739899656,99.20218239049643,566.7006020057108,34.70940680386788,118.76297548557311,Low
River,22.726562079746408,1.1393615850374246,6.262692850457457,4.649192841517621,66.00006429713693,Chlorinated,94.00292787593114,72.06399663983217,513.2412205184303,28.569987554001287,586.3683667403187,Low
River,6.993820981750627,1.0773455937616636,4.841778780753311,2.2048247316124687,32.67761361709066,None,99.9530840264117,92.37586584156006,393.21115918832135,22.489156790756287,203.82131841020438,Low
Treated Supply,27.736550330902624,1.5109250961212695,5.5973365928559184,4.028150180888133,37.38171240683251,Chlorinated,71.2075254092962,89.0929033844382,426.83168065374286,33.73935467068823,149.27980915353106,Low
Treated Supply,24.33803623183277,0.5421794142494571,2.88319352753141,1.198221218099345,34.249376970745274,Filtered,79.20798434788908,90.83783880405036,550.0310682480226,30.273907685612404,129.86032957108876,Low
Treated Supply,10.734542591557165,0.9023937715561123,2.3238925673137034,4.815126079477091,60.31476118083828,Filtered,96.9758709077482,86.78649329434776,347.8210893096813,25.789406632020444,184.7824507080348,Low
Treated Supply,29.988757113214525,2.7629882629373372,2.8582807870716755,0.24632072999826948,53.56133827080164,None,98.63418102430411,98.65282644348056,356.3480082918402,24.6504405809235,275.1803654606629,Low
Open Well,26.32302145390157,2.4199304773213823,5.492721028119061,0.2105483977050493,14.37249197452065,None,72.7107151624392,76.06368544279864,283.7540685518853,30.109529143589373,703.2775621267184,Low
River,15.016605376282556,1.1562520527373452,3.175180652199356,0.8367960504365224,60.07472259177347,None,76.74167240096625,95.77157349872653,409.1990896408862,23.77198591222933,602.7522952040365,Low
Treated Supply,19.439901776629128,0.6210881357560913,1.6643018596984653,4.17209847706978,13.26474766076341,None,74.16758865304271,86.6110671076232,329.4500388176084,36.72925178163759,750.6759726587031,Low
Treated Supply,14.111781031843371,1.5079615242250486,2.5113746313140117,4.822963215707186,41.52114562668089,Filtered,84.84888445128831,79.27410543423221,522.7977453362292,21.785963801106927,420.5212224940052,Low
Treated Supply,9.785454591350078,2.0268467405844515,2.7088044814678165,2.735197677992643,25.591704996241734,None,91.26383894129884,88.95003537348103,238.79170029498283,29.074992296489228,542.564305244914,Low
Treated Supply,8.190409129838043,1.4846790588067402,1.2524220858172173,0.8099987107491258,21.80449943362203,Chlorinated,74.59984815450143,72.9382367515355,487.7070902149701,28.613602795669316,738.7320290152163,Low
Treated Supply,28.39787232299953,1.8069707471249323,2.9334520825688077,3.6172336683692214,60.805029238820765,Filtered,86.90247602452162,84.13703239467436,333.93268553087705,36.396866297792535,511.03063669629495,Low
Treated Supply,21.18276747674482,0.9311370193538924,6.145110612047839,3.067984958714964,20.809496313145907,None,81.85388554705897,86.11451120858,564.3470983649489,23.272231540934165,666.6115254055777,Low
Treated Supply,27.688863969527524,2.201030171533317,3.1016454586860407,4.728893631236646,62.41717703958153,None,91.68865342840773,97.39444444831476,558.6601053994705,30.233609338890485,182.49055897943379,Low
Treated Supply,24.87000148634386,2.5262025937219885,6.4013891825413936,0.4696945942647318,63.78247073705204,Chlorinated,81.9453099611827,77.44906526407942,448.4532170782149,31.471215174340273,566.5044002190418,Low
River,21.576767060372475,1.9400594544947076,3.8265861877466487,3.503078920557743,39.766885347431156,Filtered,85.2808627146036,86.74625120954593,585.0320706160953,18.241264466827438,349.7899861484798,Low
River,23.314655447344933,2.261639637917449,5.1231539789533915,2.37023265957703,36.78317084480791,Chlorinated,93.68840779417908,94.0731728757762,592.6884092914113,36.50478035904101,167.90964014517698,Low
Treated Supply,5.464525218453407,1.0090574905804077,2.8786370544432014,4.85785662317644,51.73158546725993,Chlorinated,84.19941928859754,93.02323556553398,516.7619724249741,20.38905471964394,789.8997554493438,Low
Treated Supply,21.26267472562332,0.5403505688584858,1.0314315861329317,0.4577269093292713,58.116722123935936,Filtered,71.16884747819046,93.51010553892147,500.30235259448295,20.78572477914328,394.0526309385231,Low
Treated Supply,17.87407889550736,2.9981176388176145,2.417747156158346,2.8910901312446082,35.432554023371935,None,77.93662152987825,76.16605442300411,429.13109906242624,33.45856982591437,575.0543300336228,Low
Treated Supply,5.498160134500705,1.7757128582926935,6.205451474958038,0.3849097747918928,59.13987774129915,None,74.80073291412646,76.72327855054112,401.5582284448344,26.635551616929042,385.29734348030485,Low
Treated Supply,24.974591876954335,2.955957556032284,1.8581256086854396,2.039972528935067,17.892406621595484,Filtered,83.41874408457932,89.09569221173152,491.54275842208784,18.504510749654827,776.8078241629972,Low
Treated Supply,23.43529061728978,2.414334309771381,5.675251925801447,3.351539316515879,40.81630103095608,None,96.10589445529237,81.66102816724842,515.3128076354394,21.63888935488997,589.6598934243877,Low
